geneId	gene	disease	diseaseName
796	CALCA	C0005586	Bipolar disorders and related disorders
5243	ABCB1	C0005586	Bipolar disorders and related disorders
10462	CLEC10A	C0005586	Bipolar disorders and related disorders
6303	SAT1	C0005586	Bipolar disorders and related disorders
10660	LBX1	C0005586	Bipolar disorders and related disorders
108	ADCY2	C0005586	Bipolar disorders and related disorders
2539	G6PD	C0005586	Bipolar disorders and related disorders
2668	GDNF	C0005586	Bipolar disorders and related disorders
4908	NTF3	C0005586	Bipolar disorders and related disorders
23345	SYNE1	C0005586	Bipolar disorders and related disorders
4900	NRGN	C0005586	Bipolar disorders and related disorders
7099	TLR4	C0005586	Bipolar disorders and related disorders
9378	NRXN1	C0005586	Bipolar disorders and related disorders
438	ASMT	C0005586	Bipolar disorders and related disorders
3612	IMPA1	C0005586	Bipolar disorders and related disorders
9026	HIP1R	C0005586	Bipolar disorders and related disorders
6854	SYN2	C0005586	Bipolar disorders and related disorders
27306	HPGDS	C0005586	Bipolar disorders and related disorders
573	BAG1	C0005586	Bipolar disorders and related disorders
3786	KCNQ3	C0005586	Bipolar disorders and related disorders
3785	KCNQ2	C0005586	Bipolar disorders and related disorders
27445	PCLO	C0005586	Bipolar disorders and related disorders
3708	ITPR1	C0005586	Bipolar disorders and related disorders
3700	ITIH4	C0005586	Bipolar disorders and related disorders
5584	PRKCI	C0005586	Bipolar disorders and related disorders
5664	PSEN2	C0005586	Bipolar disorders and related disorders
3569	IL6	C0005586	Bipolar disorders and related disorders
283871	PGP	C0005586	Bipolar disorders and related disorders
2847	MCHR1	C0005586	Bipolar disorders and related disorders
3576	CXCL8	C0005586	Bipolar disorders and related disorders
6648	SOD2	C0005586	Bipolar disorders and related disorders
57030	SLC17A7	C0005586	Bipolar disorders and related disorders
291	SLC25A4	C0005586	Bipolar disorders and related disorders
1142	CHRNB3	C0005586	Bipolar disorders and related disorders
4306	NR3C2	C0005586	Bipolar disorders and related disorders
55364	IMPACT	C0005586	Bipolar disorders and related disorders
114	ADCY8	C0005586	Bipolar disorders and related disorders
793	CALB1	C0005586	Bipolar disorders and related disorders
128674	PROKR2	C0005586	Bipolar disorders and related disorders
55507	GPRC5D	C0005586	Bipolar disorders and related disorders
4158	MC2R	C0005586	Bipolar disorders and related disorders
60	ACTB	C0005586	Bipolar disorders and related disorders
9632	SEC24C	C0005586	Bipolar disorders and related disorders
8398	PLA2G6	C0005586	Bipolar disorders and related disorders
64067	NPAS3	C0005586	Bipolar disorders and related disorders
7093	TLL2	C0005586	Bipolar disorders and related disorders
85413	SLC22A16	C0005586	Bipolar disorders and related disorders
7534	YWHAZ	C0005586	Bipolar disorders and related disorders
9863	MAGI2	C0005586	Bipolar disorders and related disorders
5923	RASGRF1	C0005586	Bipolar disorders and related disorders
590	BCHE	C0005586	Bipolar disorders and related disorders
57084	SLC17A6	C0005586	Bipolar disorders and related disorders
57113	TRPC7	C0005586	Bipolar disorders and related disorders
57142	RTN4	C0005586	Bipolar disorders and related disorders
9771	RAPGEF5	C0005586	Bipolar disorders and related disorders
6474	SHOX2	C0005586	Bipolar disorders and related disorders
9721	GPRIN2	C0005586	Bipolar disorders and related disorders
9638	FEZ1	C0005586	Bipolar disorders and related disorders
5972	REN	C0005586	Bipolar disorders and related disorders
607	BCL9	C0005586	Bipolar disorders and related disorders
706	TSPO	C0005586	Bipolar disorders and related disorders
6509	SLC1A4	C0005586	Bipolar disorders and related disorders
7422	VEGFA	C0005586	Bipolar disorders and related disorders
6899	TBX1	C0005586	Bipolar disorders and related disorders
6511	SLC1A6	C0005586	Bipolar disorders and related disorders
9201	DCLK1	C0005586	Bipolar disorders and related disorders
7351	UCP2	C0005586	Bipolar disorders and related disorders
728448	PPIEL	C0005586	Bipolar disorders and related disorders
9168	TMSB10	C0005586	Bipolar disorders and related disorders
81562	LMAN2L	C0005586	Bipolar disorders and related disorders
6891	TAP2	C0005586	Bipolar disorders and related disorders
9048	ARTN	C0005586	Bipolar disorders and related disorders
6611	SMS	C0005586	Bipolar disorders and related disorders
6647	SOD1	C0005586	Bipolar disorders and related disorders
783	CACNB2	C0005586	Bipolar disorders and related disorders
8973	CHRNA6	C0005586	Bipolar disorders and related disorders
675	BRCA2	C0005586	Bipolar disorders and related disorders
841	CASP8	C0005586	Bipolar disorders and related disorders
7222	TRPC3	C0005586	Bipolar disorders and related disorders
7434	VIPR2	C0005586	Bipolar disorders and related disorders
8644	AKR1C3	C0005586	Bipolar disorders and related disorders
6281	S100A10	C0005586	Bipolar disorders and related disorders
6505	SLC1A1	C0005586	Bipolar disorders and related disorders
7040	TGFB1	C0005586	Bipolar disorders and related disorders
637	BID	C0005586	Bipolar disorders and related disorders
79837	PIP4K2C	C0005586	Bipolar disorders and related disorders
875	CBS	C0005586	Bipolar disorders and related disorders
9415	FADS2	C0005586	Bipolar disorders and related disorders
7173	TPO	C0005586	Bipolar disorders and related disorders
64127	NOD2	C0005586	Bipolar disorders and related disorders
64211	LHX5	C0005586	Bipolar disorders and related disorders
7421	VDR	C0005586	Bipolar disorders and related disorders
6428	SRSF3	C0005586	Bipolar disorders and related disorders
64478	CSMD1	C0005586	Bipolar disorders and related disorders
84516	DCTN5	C0005586	Bipolar disorders and related disorders
886	CCKAR	C0005586	Bipolar disorders and related disorders
6482	ST3GAL1	C0005586	Bipolar disorders and related disorders
6787	NEK4	C0005586	Bipolar disorders and related disorders
5625	PRODH	C0005586	Bipolar disorders and related disorders
347	APOD	C0005586	Bipolar disorders and related disorders
266727	MDGA1	C0005586	Bipolar disorders and related disorders
26047	CNTNAP2	C0005586	Bipolar disorders and related disorders
2572	GAD2	C0005586	Bipolar disorders and related disorders
100303453	TSNAX-DISC1	C0005586	Bipolar disorders and related disorders
246269	LACE1	C0005586	Bipolar disorders and related disorders
23544	SEZ6L	C0005586	Bipolar disorders and related disorders
23413	NCS1	C0005586	Bipolar disorders and related disorders
2332	FMR1	C0005586	Bipolar disorders and related disorders
23236	PLCB1	C0005586	Bipolar disorders and related disorders
23166	STAB1	C0005586	Bipolar disorders and related disorders
2309	FOXO3	C0005586	Bipolar disorders and related disorders
22871	NLGN1	C0005586	Bipolar disorders and related disorders
2280	FKBP1A	C0005586	Bipolar disorders and related disorders
2263	FGFR2	C0005586	Bipolar disorders and related disorders
2694	GIF	C0005586	Bipolar disorders and related disorders
27091	CACNG5	C0005586	Bipolar disorders and related disorders
27255	CNTN6	C0005586	Bipolar disorders and related disorders
3458	IFNG	C0005586	Bipolar disorders and related disorders
345557	PLCXD3	C0005586	Bipolar disorders and related disorders
3439	IFNA1	C0005586	Bipolar disorders and related disorders
338442	HCAR2	C0005586	Bipolar disorders and related disorders
3135	HLA-G	C0005586	Bipolar disorders and related disorders
30816	ERVW-1	C0005586	Bipolar disorders and related disorders
29801	ZDHHC8	C0005586	Bipolar disorders and related disorders
2954	GSTZ1	C0005586	Bipolar disorders and related disorders
2915	GRM5	C0005586	Bipolar disorders and related disorders
2899	GRIK3	C0005586	Bipolar disorders and related disorders
28988	DBNL	C0005586	Bipolar disorders and related disorders
2893	GRIA4	C0005586	Bipolar disorders and related disorders
2892	GRIA3	C0005586	Bipolar disorders and related disorders
2739	GLO1	C0005586	Bipolar disorders and related disorders
2260	FGFR1	C0005586	Bipolar disorders and related disorders
221833	SP8	C0005586	Bipolar disorders and related disorders
1135	CHRNA2	C0005586	Bipolar disorders and related disorders
1131	CHRM3	C0005586	Bipolar disorders and related disorders
1129	CHRM2	C0005586	Bipolar disorders and related disorders
11216	AKAP10	C0005586	Bipolar disorders and related disorders
11202	KLK8	C0005586	Bipolar disorders and related disorders
11020	IFT27	C0005586	Bipolar disorders and related disorders
109	ADCY3	C0005586	Bipolar disorders and related disorders
10815	CPLX1	C0005586	Bipolar disorders and related disorders
10718	NRG3	C0005586	Bipolar disorders and related disorders
10249	GLYAT	C0005586	Bipolar disorders and related disorders
10194	TSHZ1	C0005586	Bipolar disorders and related disorders
10193	RNF41	C0005586	Bipolar disorders and related disorders
1015	CDH17	C0005586	Bipolar disorders and related disorders
10125	RASGRP1	C0005586	Bipolar disorders and related disorders
116443	GRIN3A	C0005586	Bipolar disorders and related disorders
1269	CNR2	C0005586	Bipolar disorders and related disorders
127933	UHMK1	C0005586	Bipolar disorders and related disorders
208	AKT2	C0005586	Bipolar disorders and related disorders
2065	ERBB3	C0005586	Bipolar disorders and related disorders
203228	C9orf72	C0005586	Bipolar disorders and related disorders
1901	S1PR1	C0005586	Bipolar disorders and related disorders
1745	DLX1	C0005586	Bipolar disorders and related disorders
154	ADRB2	C0005586	Bipolar disorders and related disorders
152330	CNTN4	C0005586	Bipolar disorders and related disorders
152	ADRA2C	C0005586	Bipolar disorders and related disorders
1501	CTNND2	C0005586	Bipolar disorders and related disorders
148	ADRA1A	C0005586	Bipolar disorders and related disorders
1465	CSRP1	C0005586	Bipolar disorders and related disorders
1395	CRHR2	C0005586	Bipolar disorders and related disorders
1390	CREM	C0005586	Bipolar disorders and related disorders
1387	CREBBP	C0005586	Bipolar disorders and related disorders
100616452	MIR2682	C0005586	Bipolar disorders and related disorders
5074	PAWR	C0005586	Bipolar disorders and related disorders
5320	PLA2G2A	C0005586	Bipolar disorders and related disorders
5428	POLG	C0005586	Bipolar disorders and related disorders
4319	MMP10	C0005586	Bipolar disorders and related disorders
5454	POU3F2	C0005586	Bipolar disorders and related disorders
54584	GNB1L	C0005586	Bipolar disorders and related disorders
54806	AHI1	C0005586	Bipolar disorders and related disorders
4300	MLLT3	C0005586	Bipolar disorders and related disorders
4240	MFGE8	C0005586	Bipolar disorders and related disorders
4200	ME2	C0005586	Bipolar disorders and related disorders
4723	NDUFV1	C0005586	Bipolar disorders and related disorders
4734	NEDD4	C0005586	Bipolar disorders and related disorders
5223	PGAM1	C0005586	Bipolar disorders and related disorders
51083	GAL	C0005586	Bipolar disorders and related disorders
5053	PAH	C0005586	Bipolar disorders and related disorders
5141	PDE4A	C0005586	Bipolar disorders and related disorders
4902	NRTN	C0005586	Bipolar disorders and related disorders
4837	NNMT	C0005586	Bipolar disorders and related disorders
4784	NFIX	C0005586	Bipolar disorders and related disorders
51593	SRRT	C0005586	Bipolar disorders and related disorders
5173	PDYN	C0005586	Bipolar disorders and related disorders
1005	CDH7	C0005586	Bipolar disorders and related disorders
54986	ULK4	C0005586	Bipolar disorders and related disorders
4535	ND1	C0005586	Bipolar disorders and related disorders
4909	NTF4	C0005586	Bipolar disorders and related disorders
5550	PREP	C0005586	Bipolar disorders and related disorders
406989	MIR206	C0005586	Bipolar disorders and related disorders
55752	SEPT11	C0005586	Bipolar disorders and related disorders
3680	ITGA9	C0005586	Bipolar disorders and related disorders
55777	MBD5	C0005586	Bipolar disorders and related disorders
3670	ISL1	C0005586	Bipolar disorders and related disorders
406994	MIR212	C0005586	Bipolar disorders and related disorders
3697	ITIH1	C0005586	Bipolar disorders and related disorders
5623	PSPN	C0005586	Bipolar disorders and related disorders
35	ACADS	C0005586	Bipolar disorders and related disorders
5590	PRKCZ	C0005586	Bipolar disorders and related disorders
4129	MAOB	C0005586	Bipolar disorders and related disorders
5524	PTPA	C0005586	Bipolar disorders and related disorders
55816	DOK5	C0005586	Bipolar disorders and related disorders
4137	MAPT	C0005586	Bipolar disorders and related disorders
4153	MBL2	C0005586	Bipolar disorders and related disorders
3684	ITGAM	C0005586	Bipolar disorders and related disorders
624	BDKRB2	C0005586	Bipolar disorders and related disorders
5152	PDE9A	C0005586	Bipolar disorders and related disorders
115207	KCTD12	C0005586	Bipolar disorders and related disorders
8822	FGF17	C0005586	Bipolar disorders and related disorders
1607	DGKB	C0005586	Bipolar disorders and related disorders
93986	FOXP2	C0005586	Bipolar disorders and related disorders
9639	ARHGEF10	C0005586	Bipolar disorders and related disorders
5481	PPID	C0005586	Bipolar disorders and related disorders
10814	CPLX2	C0005586	Bipolar disorders and related disorders
5914	RARA	C0005586	Bipolar disorders and related disorders
5533	PPP3CC	C0005586	Bipolar disorders and related disorders
5209	PFKFB3	C0005586	Bipolar disorders and related disorders
10399	RACK1	C0005586	Bipolar disorders and related disorders
122525	C14orf28	C0005586	Bipolar disorders and related disorders
5522	PPP2R2C	C0005586	Bipolar disorders and related disorders
5367	PMCH	C0005586	Bipolar disorders and related disorders
133	ADM	C0005586	Bipolar disorders and related disorders
5244	ABCB4	C0005586	Bipolar disorders and related disorders
1627	DBN1	C0005586	Bipolar disorders and related disorders
1740	DLG2	C0005586	Bipolar disorders and related disorders
85458	DIXDC1	C0005586	Bipolar disorders and related disorders
26281	FGF20	C0005586	Bipolar disorders and related disorders
26528	DAZAP1	C0005586	Bipolar disorders and related disorders
2691	GHRH	C0005586	Bipolar disorders and related disorders
